thithake	ठिठके
navajishon	नवाजिशों
patratatha	पत्रतथा
chittaboina	चित्तबोइना
digana	डिगाना
bhapla	भापला
dhaurimana	धौरीमाना
vandit	वन्दित
kwok	क्वोक
bhatpar	भातपार
pravrishra	प्रवृश्र
endocrinology	एंडोक्रिनोलोजी
vajrasaman	वज्रसमान
daycare	डेकेयर
supershow	सुपरशो
fastbrockers	फास्टब्रॉकर्स
anthropomorphism	एंथ्रोपोमोर्फिज्म
homdei	होमदेई
dhimki	ढिमकी
chunsingh	चुनसिंह
influential	इन्फ्लुएंशल
karhal	करहाल
chhalnaaon	छलनाओं
pentagon	पेन्टागान
bantwal	बंतवाल
dhaaron	धारों
kriyapatra	क्रियापात्र
massages	मैसेजेज
sanyaasa	सन्यास
macrodontia	मैक्रोडॉन्शिया
bhaluadi	भलुआड़ी
chhabilapur	छबिलापुर
namta	नामता
lalsapradipta	लालसाप्रदीप्त
dandugule	दंडुगुले
faraste	फरस्ते
jalashayanchi	जलाशयांची
bandargaaron	बंदरगारों
ratinder	रतींद्र
vibhajati	विभाजति
cottler	कॉटलर
krombakhar	क्रोमबाखर
ullekhanay	उल्लेखनय
jhbuild	बिल्ड
sayojank	सयोजंक
vivacare	विवाकेयर
pattyachya	पट्ट्याच्या
aaisha	आइशा
upvarg	उपवर्ग
ludhakkar	लुढककर
chauchada	चौचड़ा
karvaikhali	कारवाईखाली
filfora	फिलफोरा
chormari	चोरमारी
moharremat	मोहर्रेमात
gandikota	गांदीकोटा
semardat	सेमरदत
sirenoidea	सिरेनोइडिया
raqamen	रक़में
dadodia	ददोदिया
sepression	सेप्रेशन
rickets	रिकेट्स
samajhahi	समझही
swachchatagrihanshejari	स्वच्छतागृहांशेजारी
highcron	हाईक्रोन
restro	रेस्त्रो
jahurul	जहुरुल
kausalpur	कौसलपुर
taarikiyaan	तारीकियां
saffron	सैफ्रॉन
jalamitrachya	जलमित्रच्या
doggies	डॉगीज
shauchalayaheen	शौचालयहीन
poorvapaath	पूर्वपाठ
intellilance	इंटेलीलेंस
purnama	पूर्णामा
nancor	नानकोर
chhatwana	छटवाना
loharwala	लोहारवाला
khald	खल्द
topside	टॉपसाइड
vikhalayantseva	विखलायंतसेवा
mishkat	मिश्कत
abiwardi	अबीवर्दी
aanvaahaldi	आंवाहल्दी
kasalkar	कसालकर
earwick	इयरविक
healthspot	हेल्थस्पॉट
ircam	आईआरसीएएम
tolexo	टोलेक्सो
karyakshamtet	कार्यक्षमतेत
occasion	अकेजन
madre	मैड्र
vishvotpaadak	विश्वोत्पादक
humme	हममें
badoonkon	बदूंकों
mahamudallah	महामुदल्लाह
sunnapan	सुन्नापन
tubercles	ट्यूबरकल्स
tustics	टस्टिक्स
tarlah	तरलाह
drang	ड्रेंग
indrayudh	इन्द्रायुध
sakete	सकेते
pradarshanacha	प्रदर्शनाचा
bramari	ब्रामरी
nardarmyan	नरदरम्यान
rila	रिला
atisahishnuch	अतिसहिष्णुच
jirodha	जीरोधा
samaaptiparyant	समाप्तिपर्यन्त
mundao	मुंडाओ
rajwar	राजवर
brescan	ब्रेस्कन
lesni	लेस्नी
cchaara	छारा
abaz	अबाज
jhilamilaati	झिलमिलाती
whitefield	वाईटफिल्ड
kapradarshan	काप्रदर्शन
bechainiyat	बेचैनीयत
karungee	करूँगी
bhardwara	भारद्वारा
paabiken	पाबिकें
gudgaonshahr	गुड़गांवशहर
gumaling	गुमालिंग
labhesh	लभेश
tapsheelaat	तपशीलात
gubbara	गुब्बरा
entertainmentke	एंटरटेनमेंटके
dhantantra	धनतंत्र
theenh	थींः
shanvi	शान्वी
firozaabaadi	फिरोज़ाबादी
laanv	लांव
jarayuji	जरायुजी
shikhare	शिकारे
kapinjala	कपिंजला
parvij	परविज
vipanit	विपणित
scorpies	स्कॉर्पियों
metini	मेटिनी
devahari	देवहरी
aatmghaatiyon	आत्मघातियों
kiranpreet	किरनप्रीत
kajarari	कजरारी
pratibhapalayan	प्रतिभापलायन
evera	इवेरा
indistrial	इंडीस्ट्रीयल
kalpatti	कालपट्टी
baigas	बैगास
xerox	जेराक्स
yogamayi	योगमयी
ipswitch	इपस्विच
rajpeta	राजपेटा
velarivan	वेलारिवान
frezzania	फ़्रेज़ानिया
shevitzer	शेविट्जर
naabhikiyakaran	नाभिकीयकरण
vipnesh	विप्नेश
covers	गोवर्स
thukvaate	ठुकवाते
ahcc	एएचसीसी
dilwaada	दिलवाड़ा
tugal	तुगल
raunden	रौंदें
semgarha	सेमगढ़ा
nyenchen	न्येनशेन
shanbogru	शानबोगरु
nagwale	नागवाले
baihal	बैहल
salaga	सालगा
gaabhan	गाभन
prayagrajmadhil	प्रयागराजमधील
rajawal	राजावल
dilerkhan	दिलेरखान
musahabwala	मुसाहबवाला
marcelli	मार्सेली
anthraquinon	एंथ्राक्विनोन
payanchya	पायांच्या
daungli	दौंगली
ghodae	घोडे
shurfa	शुर्फ़ा
hilde	हिल्दे
manakathedi	मानकथेड़ी
keams	कीम्स
sandagdhi	संदग्धि
exculisive	एक्सकुलिसिव
shaahazaada	शाहज़ादा
jacobson	जेकब्सन
whitener	व्हाइटनर
fitane	फ़ितने
tappo	टप्पो
shuktravaar	शुक्त्रवार
agheshit	अघेषित
hamaree	हमारी
rajaghiraj	राजाघिराज
jivaneek	जीवनीक
khemkha	खेमखा
khuden	खुदें
lagadalelya	लगडलेल्या
sadprayatnon	सदप्रयत्नों
bluedpresher	ब्लूडप्रेशर
upayogitaawaadi	उपयोगितावादी
recoilless	रिकॉयललेस
chhilvi	छिलवी
phukan	फुकान
santane	संताने
shaad	शाद
smeeti	स्मीति
dhuli	धूलि
kalandargarh	कलंदरगढ़
nishkalushit	निष्कलुषित
fakkadana	फक्कड़ाना
maboot	मबूत
amarsa	अमरसा
lokaladankuni	लोकलदनकुनी
praapit	प्रापित
hydrophyte	हाइड्रोफाइट
aavrittikaar	आवृत्तिकार
yazaki	यजाकी
pattayamadhye	पट्टयामध्ये
umeshpuri	उमेशपुरी
jindiyaan	जिंदियां
shresi	श्रेसी
sajil	सजिल
mantrijyu	मंत्रीज्यू
hemantakumar	हेमन्तकुमार
cuvier	कुवियर
ventilators	वेंटीलेटरों
proterozoic	प्रोटेरोजोइक
sangudigaon	सांगुड़ीगांव
cavaliers	कैवलियर्स
concordia	कोंकॉर्डिया
sudamdada	सुदामदादा
genemics	जिनेमिक्स
mankoji	मानकोजी
halfe	हल्फे
khojke	खोजके
praadurbhaavaane	प्रादुर्भावाने
phases	फेजों
kurosh	कुरोश
gujjapur	गुज्जपुर
templates	टेम्पलेटस
thorail	थोरेल
democritus	डेमोक्रीटस
gladiators	ग्लैडिएटरों
navudyojakanchya	नवउद्योजकांच्या
trashiyangtse	ट्रैशियांगत्से
sutfing	सटफिंग
seres	सेरेस
samras	समरास
manglagiri	मंगलागिरी
abdunnavi	अब्दुन्नवी
demable	डिमेबल
rukadi	रुकड़ी
syncope	सिंकोप
patestat	पेटेस्टेट
akkalkote	अक्कलकोटे
swechhene	स्वेच्छेने
chanpora	चानपोरा
muridon	मुरीदों
daraav	दराव
plustic	प्लस्टिक
piyunga	पियूंगा
hagelin	टैजलीन
shulak	शुलक
musekhan	मुसेखान
kirao	किराओ
dhanipur	धानीपुर
bhupendraprakash	भूपेन्द्रप्रकाश
lehder	लेहदर
hindustaanak	हिंदुस्तानक
nesse	नेसे
samoohaane	समूहाने
nigamana	निगमन
phulali	फुलली
nyberg	न्याबर्ग
thimmappa	थिमाप्पा
hexaprotodon	हेक्साप्रोटोडॉन
upshakhaye	उपशाखाए
dhanrua	धनरुआ
sangrahalayanmadhye	संग्रहालयांमध्ये
surkhaav	सुरखाव
amichai	अमिसाई
kaataraaiz	काटराइज़
lankini	लंकिनी
slumberger	स्लमबर्जर
sarkaqar	सरकाकर
sanyukit	संयुकित
tichyabaddal	तिच्याबद्दल
muolmawi	मुअलमावी
josephus	जोसिफ़स
afasana	अफ़साना
khangare	खंगारे
landgenchya	लांडगेंच्या
shaharabhovatichya	शहराभोवतीच्या
rajuchya	राजूच्या
bachappan	बचप्पन
ganarajyakango	गणराज्यकांगो
bahraini	बहरैनी
