sabherwal	सभरवाल
vamcharampanth	वामचरमपंथ
godaya	गोदया
darbu	दर्बू
dulhaiya	दुल्हैया
juniper	जुनीपर
distillearies	डिस्टिलियरिज
nanosized	नैनोसाइज्ड
kelagu	केलागू
mahapurprakarani	महापूरप्रकरणी
rekuwa	रेकुवा
chakravaad	चक्रवाद
hikaarath	हिकारत
sametuun	समेटूँ
pratikriyaadekheel	प्रतिक्रियादेखील
puchara	पुचारा
jogshelu	जोगशेलू
mccourt	मैककोर्ट
jogida	जोगीड़ा
guilfoyle	गिलफॉयले
ashuddhanay	अशुद्धनय
jeppiaar	जेप्पियर
mcbuth	मैकबथ
bheki	भेकी
panipattichi	पाणीपट्टीची
ghodikhal	घोड़ीखाल
costituent	कॉस्टिचुएंट
avasadarodhak	अवसादरोधक
peptidase	पेप्टिडेज़
sangyaharanvigyani	संज्ञाहरणविज्ञानी
cryptose	क्रिप्टोज
asthikorak	अस्थिकोरक
manharbala	मनहरबाला
bhojpuriastail	भोजपुरियास्टाइल
trayataguk	त्रयतगुक
gulgulajara	गुलगुलजारा
chichhaaledaar	छिछालेदार
nomesh	नोमेश
prijmiya	प्रिज्मीय
jaachaan	जाचाँ
shaniwari	शनीवारी
plsi	पीएलएसआई
neelvarn	नीलवर्ण
guvaaon	गुवाओं
altnues	आल्टन्यूज़
nakhatenagar	नखातेनगर
laurembam	लौरेम्बम
jaisehain	जैसेहैं
abdullapuram	अब्दुल्लापुरम
prachaarmulak	प्रचारमूलक
sammt	सम्मत
saffa	सफ्फा
pasman	पासमान
janmadakhalyavar	जन्मदाखल्यावर
sct	एससीटी
oongaree	ऊँगरी
demosthenes	डेमोस्थेनेस
dattamandirasamor	दत्तमंदिरासमोर
drigvijaya	दृगविजय
filibensarin	फिलिबेनसरीन
ladaya	लडाया
gandhital	गांधीताल
konsuladhish	कोंसुलाधीश
gatwa	गटवा
pratikatmakata	प्रतीकात्मकता
blogjagat	ब्लोगजगत
joyti	जोयती
rationchi	रेशनची
khetya	खेट्या
swarganark	स्वर्गनर्क
mallison	मैलिसन
laluputron	लालूपुत्रों
incagnito	इन्काग्निटो
badadare	बडदरे
bariloche	बारीलोचे
nidanatmk	निदानात्मक
kusteet	कुस्तीत
nighasan	निघासन
sombhu	सोमभू
vantidurg	वन्तीदुर्ग
abhikendran	अभिकेंद्रण
reedane	रीदने
kirankher	किरणखेर
asfoti	अस्फोटी
babber	बब्बर
achape	अचापे
radisson	रेडिसन
kudlain	कुडलैन
padharia	पढारिया
udayakaalik	उदयकालिक
satyanashon	सत्यानाशों
bidwanan	बिद्वानन
taimpo	टैम्पो
traavit	त्रावित
retoration	रेटोरेशन
marasim	मरासिम
sankhyavad	संख्यावाद
bhainsaroli	भैंसरोली
kraska	क्रासका
voletti	वोलेटी
khanolkar	खानोलकर
mageshkar	मगेशकर
kalektaragardi	कलेक्टरगर्दी
dhuvar	धुवर
udaaya	उड़ाया
prakaashyukt	प्रकाशयुक्त
drishtihinanche	दृष्टिहीनांचे
sarvjitsinh	सर्वजीतसिंह
hanamsagar	हनमसागर
aparichiton	अपरिचितों
mudaleha	मुदालेह
jaimuni	जैमुनी
anantavairagyasinghaya	अनंतवैराग्यसिंघाय
vaishvak	वैश्वक
karkhaane	करखाने
chlorinated	क्लोरिन
vyakhyanmal	व्याख्यानमाल
visioner	विजनर
larence	लारेंस
tangmarg	तंगमार्ग
palkhi	पालखी
johnsen	जॉनसेन
rakshanakarita	रक्षणाकरिता
akartta	अकर्त्ता
cubesats	क्यूबसैट्स
shushe	शुशे
gandikota	गांडीकोटा
sarvadalit	सर्वदलित
kudirai	कुदीराई
eessl	ईईएसएसएल
fundquantum	फंडक्वांटम
kopparthi	कोप्पार्थी
kalkhand	कलखंड
ugai	उगाई
maleta	मलेटा
bathing	बाथिंग
aspatale	अस्पताले
injector	इनजेक्टर
rupinder	रूपिन्दर
khetnuma	खेतनुमा
savadharmita	सवधर्मिता
iclinic	आईक्लिनिक
yatnapurvak	यत्नपूर्वक
shukdev	शुकदेव
byronbazar	बैरनबाजार
tape	टेंप
amazic	अमेज़िक
uttarsah	उत्तरसह
trapless	ट्रेपलेस
shatanandji	शतानन्दजी
triffle	ट्रिफल
khangalane	खंगालाने
charmar	चारमर
tyachyavaril	त्याच्यावरील
khairat	खैरत
pakhdaul	पखडौल
sheshshaya	शीषशाया
upbhogiyon	उपभोगियों
pranhani	प्राणहानी
dharampali	धर्मपाली
stagosaurus	स्टैगोसौरस
chusnewale	चूसनेवाले
khasbegpur	खासबेगपुर
andashayon	अंडाशयों
badswitch	बैडस्विच
mohallat	मोहल्लत
technojarma	टेकनोजर्मा
switchable	स्विचअबल
osaiganj	ओसाईगंज
amgaon	आमगांव
janardanala	जनार्दनाला
hjp	एचजेपी
bakira	बकीरा
netv	एनईटीवी
upamaano	उपमानों
deverakonda	देवोरकोंडा
bhatrojkhan	भतरोजखान
skraip	स्क्रैप
buddhiyaan	बुद्धियां
vivahites	विवाहितेस
barbiturate	बार्बीचुरेट
pressers	प्रेसर्स
mridula	मृदला
swasthyamein	स्वास्थ्यमें
rohne	रोहने
toulataa	तौलता
bijonbaadi	बिजोनबाड़ी
shenol	शेनॉल
sankulnala	संकुलनाला
alsation	अल्सेशन
shainto	शैंतो
pratibimbon	प्रतिबिम्बों
jajripora	जजरीपोरा
hinsaka	हिंसाका
sodhis	सोढियों
vidyadharraj	विद्याधरराज
pics	फैंस
phosphatide	फॉस्फेटाइड
kalsang	कलसंग
chalaned	चालान
khatigaon	खातीगांव
jaloh	जलोह
devosom	देवोसोम
ravji	रवजी
footage	फ़ुटेज
guntavanyacha	गुंतवण्याचा
matdaanaat	मतदानात
mahamudu	महामुदू
milkeet	मिलकीत
lalbibi	लालबीबी
rajyakaal	राज्यकाल
kurediye	कुरेदिए
yojanaavaddh	योजनावद्ध
deekhani	दीखनी
poskon	पोस्कों
ichchaase	इच्छासे
skintite	स्किनटाइट
badajoz	बादाजोज़
naanvez	नानवेज़
rinu	रिनु
pilway	पिलवे
ughatat	उघटत
bahakibahaki	बहकीबहकी
standardization	स्टैंडर्डाइजेशन
nyiha	न्यीहा
malakhpur	मलखपुर
kolhawadi	कोल्हावाडी
hrasvata	ह्रस्वता
bijia	बिजिया
kartikeypur	कार्त्तिकेयपुर
brittances	ब्रिटन्स
saitalis	सैतालीस
brothles	ब्रोथल्स
bagairah	बगैरह
jaivapunj	जैवपुंज
gitakunj	गीताकुंज
gundurao	गुंडुराव
shelterchya	शेल्टरच्या
akhileshkaal	अखिलेशकाल
thinley	थिन्ले
sahadharmi	सहधर्मी
collout	कॉलआउट
jwalach	ज्वालाच
baandhnay	बांधने
mcdonagh	मैकडोनाग
mudavaae	मुड़वाए
transportcha	ट्रान्सपोर्टचा
dostavirya	दोस्तवीर्य
achauk	अचौक
argora	आर्गोरा
khaprar	खपरार
ragheshwar	राघेश्वर
satyendraraja	सत्येंद्रराजा
sansthaayen	संस्थाएँ
surshreshthe	सुरश्रेष्ठे
haishong	हाईशोंग
chidiyaaghar	चिड़ियाघर
volcano	वोल्कानो
namunon	नमूनों
youfo	यूफो
vidhaanvaachak	विधानवाचक
gramsachivalayachi	ग्रामसचिवालयाची
homophiles	होमोफेल्स
dixinn	डिक्सिन
veshrangavepur	वेश्रंगवेपुर
ateendriyagyaan	अतीन्द्रियज्ञान
lalitaayai	ललितायै
fahimabad	फहीमाबाद
aapaatasthiti	आपातस्थिति
adeshdia	आदेशदिया
akmalsingh	अकमालसिंह
masabi	मसाबी
nabulizer	नेबुलाइजर
khaalate	खालते
agahan	अगहन
ecoman	इकोमन
eastfield	इस्टफील्ड
navyuvatiyon	नवयुवतियों
stratus	स्ट्राटस
shershaah	शेरशाह
scoundrals	स्काउंड्रल्स
kaluria	कलुरिया
kirgizstan	किरघिजिआ
khairulnisha	खैरुलनिशा
pakitamadhye	पाकिटामध्ये
voltic	वोल्टायिक
shewket	स्वेकेत
edgerton	एडगेर्टन
coloniser	कालोनाइजर
shaktivan	शक्तिवान
shrotta	श्रोत्ता
sunka	सुंका
raajprataap	राजप्रताप
karodampati	करोडम्पति
exarcise	एक्सार्साइज़
kamtoli	कमतोली
shujaudaula	शुजाउदौला
saunpaan	सौंपान
spashtakaha	स्पष्टकहा
hiramatsu	हीरामात्सु
antasthitata	अंतस्थितता
